Feedback_ID,Transaccion_ID,Rating_Producto,Rating_Logistica,Comentario_Texto,Recomienda_Marca,Ticket_Soporte_Abierto,Edad_Cliente,Satisfaccion_NPS,Ticket_Soporte
FB-8354,TRX-10393,2.0,5,Lento,,Sí,69.0,78.3,True
FB-8355,TRX-19708,3.0,2,Precio justo,SI,No,75.0,82.2,False
FB-8356,TRX-15477,3.0,2,Precio justo,,0,20.0,-42.0,False
FB-8357,TRX-14102,1.0,2,Lento,Maybe,0,18.0,73.0,False
FB-8358,TRX-14049,4.0,2,Lento,,0,72.0,-85.0,False
FB-8359,TRX-11766,2.0,5,Lento,SI,No,62.0,-17.7,False
FB-8360,TRX-17759,3.0,1,Precio justo,NO,No,74.0,-4.7,False
FB-8361,TRX-13905,4.0,3,,,1,34.0,-18.3,True
FB-8362,TRX-15583,2.0,4,Excelente,SI,0,46.0,-30.3,False
FB-8363,TRX-10891,1.0,5,Lento,NO,No,35.0,22.3,False
FB-8364,TRX-15465,2.0,5,---,Maybe,1,26.0,35.3,True
FB-8365,TRX-18514,3.0,5,---,Maybe,0,32.0,91.7,False
FB-8366,TRX-13878,5.0,4,Excelente,Maybe,0,26.0,-74.7,False
FB-8367,TRX-11194,5.0,2,Lento,,0,48.0,80.1,False
FB-8368,TRX-19829,1.0,4,Precio justo,Maybe,Sí,19.0,59.5,True
FB-8369,TRX-17184,3.0,5,No volvería,,0,71.0,-43.5,False
FB-8370,TRX-11567,3.0,2,Excelente,,0,65.0,-59.9,False
FB-8371,TRX-17314,4.0,5,---,,1,18.0,-76.7,True
FB-8372,TRX-19485,5.0,3,---,,0,80.0,-15.3,False
FB-8373,TRX-12045,4.0,1,No volvería,NO,Sí,51.0,10.0,True
FB-8374,TRX-11401,3.0,1,Lento,NO,No,82.0,14.0,False
FB-8375,TRX-10994,1.0,5,---,,0,28.0,-16.6,False
FB-8376,TRX-10546,5.0,2,Lento,NO,No,26.0,37.1,False
FB-8377,TRX-16183,4.0,3,,SI,Sí,24.0,41.6,True
FB-8378,TRX-15132,1.0,3,Precio justo,NO,1,63.0,3.0,True
FB-8379,TRX-11065,3.0,2,No volvería,Maybe,1,54.0,10.3,True
FB-8380,TRX-12089,2.0,2,No volvería,,No,66.0,-61.0,False
FB-8381,TRX-11015,2.0,3,Lento,NO,No,25.0,10.8,False
FB-8382,TRX-17240,5.0,1,---,NO,No,78.0,-84.9,False
FB-8383,TRX-10897,1.0,1,Dañado,,Sí,53.0,14.1,True
FB-8384,TRX-14939,4.0,3,---,,No,19.0,28.6,False
FB-8385,TRX-17075,1.0,4,---,SI,No,62.0,96.4,False
FB-8386,TRX-11077,5.0,3,,SI,No,23.0,-15.0,False
FB-8387,TRX-11668,3.0,5,---,,Sí,54.0,-0.9,True
FB-8388,TRX-10914,1.0,4,Dañado,,Sí,74.0,-9.6,True
FB-8389,TRX-19162,5.0,2,No volvería,SI,Sí,36.0,-48.0,True
FB-8390,TRX-10855,5.0,3,---,SI,Sí,69.0,-81.1,True
FB-8391,TRX-14831,4.0,3,No volvería,NO,Sí,48.0,28.1,True
FB-8392,TRX-16249,3.0,4,---,NO,0,64.0,-85.6,False
FB-8393,TRX-16581,1.0,3,Excelente,Maybe,No,56.0,-14.0,False
FB-8394,TRX-11570,5.0,5,Lento,Maybe,Sí,68.0,-97.8,True
FB-8395,TRX-16735,3.0,1,Dañado,SI,0,72.0,88.1,False
FB-8396,TRX-13819,4.0,3,Precio justo,,No,38.0,39.5,False
FB-8397,TRX-19823,5.0,1,Excelente,,1,50.0,-55.4,True
FB-8398,TRX-10173,4.0,2,Dañado,NO,Sí,38.0,-44.8,True
FB-8399,TRX-17428,3.0,2,Lento,Maybe,1,27.0,-35.6,True
FB-8400,TRX-16290,4.0,3,Lento,NO,0,50.0,3.8,False
FB-8401,TRX-17605,1.0,2,,,Sí,21.0,26.4,True
FB-8402,TRX-17014,4.0,3,Lento,NO,No,65.0,-84.7,False
FB-8403,TRX-11659,2.0,1,Dañado,NO,0,74.0,32.1,False
FB-8404,TRX-15564,2.0,4,Lento,NO,No,29.0,-85.1,False
FB-8405,TRX-10425,2.0,3,---,SI,Sí,27.0,82.8,True
FB-8406,TRX-17439,2.0,4,,Maybe,Sí,84.0,-0.5,True
FB-8407,TRX-18474,1.0,1,Precio justo,NO,Sí,25.0,86.7,True
FB-8408,TRX-15377,5.0,1,---,NO,No,39.0,28.5,False
FB-8409,TRX-19630,2.0,4,,NO,Sí,52.0,-19.8,True
FB-8410,TRX-13153,2.0,3,Lento,Maybe,No,21.0,56.6,False
FB-8411,TRX-11769,5.0,4,Excelente,,0,33.0,-86.4,False
FB-8412,TRX-11682,2.0,3,,SI,0,54.0,17.4,False
FB-8413,TRX-10201,5.0,3,Precio justo,SI,No,39.0,-48.5,False
FB-8414,TRX-19751,2.0,4,---,NO,No,79.0,68.5,False
FB-8415,TRX-11106,5.0,1,Excelente,,No,67.0,78.1,False
FB-8416,TRX-19713,5.0,5,,,1,77.0,17.1,True
FB-8417,TRX-13172,3.0,2,,,Sí,44.0,-47.8,True
FB-8418,TRX-19391,4.0,5,Excelente,,No,69.0,-22.2,False
FB-8419,TRX-12064,5.0,1,---,NO,1,57.0,24.1,True
FB-8420,TRX-18337,2.0,2,No volvería,SI,1,47.0,-15.0,True
FB-8421,TRX-14198,1.0,4,No volvería,Maybe,1,69.0,55.4,True
FB-8422,TRX-15822,5.0,5,Lento,NO,No,55.0,-26.2,False
FB-8423,TRX-16897,2.0,3,Precio justo,Maybe,0,32.0,1.1,False
FB-8424,TRX-17887,5.0,1,---,SI,1,45.0,-62.2,True
FB-8425,TRX-17284,3.0,1,Dañado,NO,Sí,76.0,39.6,True
FB-8426,TRX-13046,1.0,1,No volvería,NO,No,57.0,73.0,False
FB-8427,TRX-13983,1.0,5,Precio justo,,Sí,22.0,-26.7,True
FB-8428,TRX-12255,2.0,3,No volvería,Maybe,Sí,56.0,90.9,True
FB-8429,TRX-10722,4.0,5,,Maybe,1,73.0,-92.3,True
FB-8430,TRX-10991,3.0,3,Precio justo,Maybe,1,52.0,-55.9,True
FB-8431,TRX-12091,4.0,2,Lento,,1,34.0,-17.5,True
FB-8432,TRX-15106,1.0,4,Excelente,,No,36.0,-15.1,False
FB-8433,TRX-19576,1.0,1,No volvería,,Sí,35.0,58.7,True
FB-8434,TRX-17140,4.0,3,---,,0,19.0,77.4,False
FB-8435,TRX-18407,5.0,5,Excelente,NO,1,83.0,-39.4,True
FB-8436,TRX-15861,4.0,5,,SI,0,66.0,27.8,False
FB-8437,TRX-15098,4.0,1,Excelente,SI,1,49.0,10.3,True
FB-8438,TRX-19562,5.0,1,---,SI,No,55.0,-64.5,False
FB-8439,TRX-18866,5.0,1,---,Maybe,No,43.0,-34.8,False
FB-8440,TRX-12385,5.0,2,---,Maybe,0,70.0,-96.0,False
FB-8441,TRX-12415,3.0,4,Dañado,SI,Sí,67.0,-39.2,True
FB-8442,TRX-17692,1.0,3,Dañado,NO,Sí,49.0,-78.9,True
FB-8443,TRX-15057,1.0,1,Lento,,1,39.0,79.7,True
FB-8444,TRX-19884,5.0,3,Precio justo,SI,1,64.0,79.8,True
FB-8445,TRX-15618,5.0,5,---,Maybe,Sí,18.0,36.0,True
FB-8446,TRX-14768,3.0,4,Lento,Maybe,0,55.0,98.6,False
FB-8447,TRX-16042,3.0,4,Precio justo,,0,72.0,16.0,False
FB-8448,TRX-10132,2.0,3,,Maybe,Sí,23.0,-59.9,True
FB-8449,TRX-18481,4.0,5,---,Maybe,1,37.0,76.9,True
FB-8450,TRX-19608,3.0,5,Dañado,,1,79.0,-58.3,True
FB-8451,TRX-12369,1.0,2,Lento,,No,35.0,-46.6,False
FB-8452,TRX-10939,1.0,1,Precio justo,SI,1,49.0,31.7,True
FB-8453,TRX-13889,3.0,5,,SI,Sí,41.0,-74.1,True
FB-8454,TRX-18308,4.0,1,Dañado,,1,71.0,22.0,True
FB-8455,TRX-19166,3.0,1,Precio justo,NO,1,68.0,-39.4,True
FB-8456,TRX-10894,2.0,3,Lento,Maybe,0,29.0,25.2,False
FB-8457,TRX-16915,2.0,1,No volvería,SI,No,51.0,59.6,False
FB-8458,TRX-15633,2.0,3,No volvería,Maybe,Sí,78.0,-21.1,True
FB-8459,TRX-13201,3.0,4,,Maybe,1,80.0,-33.8,True
FB-8460,TRX-13282,4.0,5,Lento,Maybe,Sí,56.0,-33.9,True
FB-8461,TRX-13297,5.0,3,,NO,No,54.0,-28.5,False
FB-8462,TRX-11120,1.0,2,Excelente,Maybe,0,29.0,56.7,False
FB-8463,TRX-15595,5.0,3,,Maybe,No,33.0,-13.9,False
FB-8464,TRX-13102,4.0,1,---,SI,Sí,36.0,42.7,True
FB-8465,TRX-17794,3.0,2,No volvería,Maybe,Sí,18.0,48.0,True
FB-8466,TRX-17657,3.0,1,,NO,0,82.0,6.6,False
FB-8467,TRX-19826,3.0,2,No volvería,NO,Sí,36.0,-8.9,True
FB-8468,TRX-15425,2.0,3,No volvería,Maybe,1,69.0,-24.3,True
FB-8469,TRX-19476,2.0,1,Excelente,NO,Sí,61.0,31.0,True
FB-8470,TRX-19274,2.0,3,Dañado,,1,61.0,2.9,True
FB-8471,TRX-15499,5.0,5,Dañado,NO,No,19.0,-41.7,False
FB-8472,TRX-14909,1.0,2,---,,0,21.0,6.6,False
FB-8473,TRX-16859,3.0,4,Excelente,NO,1,36.0,31.6,True
FB-8474,TRX-15384,3.0,4,,NO,1,62.0,8.9,True
FB-8475,TRX-12658,5.0,3,Excelente,SI,0,50.0,-97.0,False
FB-8476,TRX-11717,1.0,2,Lento,Maybe,1,34.0,98.6,True
FB-8477,TRX-17443,1.0,2,Lento,SI,1,74.0,51.4,True
FB-8478,TRX-10691,5.0,3,---,,Sí,34.0,-51.3,True
FB-8479,TRX-18125,3.0,4,,SI,No,21.0,52.1,False
FB-8480,TRX-13594,4.0,5,Lento,SI,No,25.0,53.5,False
FB-8481,TRX-10060,4.0,4,Dañado,NO,1,54.0,20.2,True
FB-8482,TRX-13654,1.0,1,,,0,19.0,24.9,False
FB-8483,TRX-13772,1.0,4,---,NO,Sí,43.0,-67.7,True
FB-8484,TRX-17643,3.0,1,Precio justo,,Sí,58.0,-25.6,True
FB-8485,TRX-13492,1.0,1,No volvería,,1,30.0,17.6,True
FB-8486,TRX-13916,5.0,5,Lento,NO,Sí,41.0,-84.5,True
FB-8487,TRX-17876,4.0,5,---,Maybe,0,79.0,95.6,False
FB-8488,TRX-15431,4.0,4,No volvería,Maybe,0,82.0,-79.6,False
FB-8489,TRX-16158,1.0,3,Excelente,,1,48.0,-19.3,True
FB-8490,TRX-13363,5.0,4,Dañado,Maybe,1,35.0,82.7,True
FB-8491,TRX-16558,1.0,5,Lento,NO,0,32.0,-97.0,False
FB-8492,TRX-13018,1.0,1,,NO,0,41.0,36.6,False
FB-8493,TRX-10110,5.0,1,,NO,No,82.0,-22.3,False
FB-8494,TRX-15944,5.0,3,Precio justo,SI,0,32.0,43.4,False
FB-8495,TRX-10162,2.0,4,,SI,Sí,68.0,32.8,True
FB-8496,TRX-11208,4.0,3,Dañado,NO,No,37.0,19.4,False
FB-8497,TRX-15863,1.0,3,Excelente,,No,69.0,73.1,False
FB-8498,TRX-10491,3.0,4,,SI,1,22.0,-99.0,True
FB-8499,TRX-19088,1.0,2,---,,1,71.0,-70.8,True
FB-8500,TRX-11887,1.0,4,---,NO,0,54.0,57.4,False
FB-8501,TRX-12333,3.0,3,,,0,79.0,27.0,False
FB-8502,TRX-14760,4.0,2,,NO,1,28.0,85.1,True
FB-8503,TRX-17215,2.0,3,No volvería,,Sí,59.0,-12.2,True
FB-8504,TRX-13185,5.0,3,Dañado,SI,1,23.0,9.9,True
FB-8505,TRX-19595,2.0,3,---,,1,62.0,24.8,True
FB-8506,TRX-15896,1.0,1,No volvería,NO,No,74.0,-64.8,False
FB-8507,TRX-10719,1.0,4,,Maybe,1,56.0,-71.3,True
FB-8508,TRX-10486,3.0,5,Lento,Maybe,No,54.0,-49.3,False
FB-8509,TRX-13262,3.0,1,,SI,No,57.0,-22.8,False
FB-8510,TRX-13241,1.0,4,,NO,0,75.0,-2.5,False
FB-8511,TRX-14654,2.0,1,Excelente,,No,24.0,-7.1,False
FB-8512,TRX-12853,2.0,4,Precio justo,NO,1,57.0,58.4,True
FB-8513,TRX-13587,4.0,2,Dañado,NO,1,52.0,-73.2,True
FB-8514,TRX-14292,1.0,5,,SI,1,31.0,-26.2,True
FB-8515,TRX-12855,5.0,2,No volvería,,1,26.0,89.2,True
FB-8516,TRX-15567,5.0,2,Excelente,NO,No,56.0,54.4,False
FB-8517,TRX-19085,2.0,4,---,Maybe,No,62.0,-14.4,False
FB-8518,TRX-14029,3.0,3,Excelente,,Sí,78.0,16.2,True
FB-8519,TRX-12925,3.0,3,---,Maybe,Sí,67.0,-6.0,True
FB-8520,TRX-13211,2.0,3,Lento,Maybe,0,57.0,-23.2,False
FB-8521,TRX-10352,4.0,3,Dañado,SI,1,45.0,-73.4,True
FB-8522,TRX-12884,1.0,5,Lento,Maybe,0,53.0,-66.5,False
FB-8523,TRX-14289,5.0,2,Lento,Maybe,No,27.0,-42.4,False
FB-8524,TRX-11657,2.0,1,Lento,SI,No,78.0,-27.0,False
FB-8525,TRX-10343,3.0,5,Excelente,NO,1,54.0,-49.7,True
FB-8526,TRX-12248,1.0,4,No volvería,NO,0,41.0,15.5,False
FB-8527,TRX-16208,5.0,5,No volvería,NO,No,51.0,19.6,False
FB-8528,TRX-11818,4.0,5,Precio justo,Maybe,No,18.0,-90.8,False
FB-8529,TRX-15544,2.0,4,,NO,No,38.0,29.9,False
FB-8530,TRX-13444,1.0,1,Precio justo,,1,61.0,-6.5,True
FB-8531,TRX-14998,5.0,2,No volvería,Maybe,Sí,57.0,9.4,True
FB-8532,TRX-17474,4.0,5,Lento,NO,Sí,69.0,78.7,True
FB-8533,TRX-13934,3.0,4,Excelente,Maybe,No,18.0,-63.3,False
FB-8534,TRX-16056,1.0,4,Lento,,1,70.0,-19.1,True
FB-8535,TRX-16100,2.0,1,Lento,SI,0,84.0,-3.0,False
FB-8536,TRX-12807,5.0,5,---,Maybe,No,50.0,18.2,False
FB-8537,TRX-18633,3.0,4,Lento,SI,1,28.0,35.5,True
FB-8538,TRX-17106,3.0,1,Dañado,,No,58.0,-74.1,False
FB-8539,TRX-11071,5.0,1,Dañado,SI,No,66.0,49.8,False
FB-8540,TRX-11941,5.0,4,Lento,,1,77.0,-55.8,True
FB-8541,TRX-12366,5.0,4,Precio justo,SI,1,63.0,90.2,True
FB-8542,TRX-12142,1.0,5,Precio justo,,No,33.0,-78.9,False
FB-8543,TRX-13107,2.0,5,No volvería,NO,Sí,51.0,97.3,True
FB-8544,TRX-13140,3.0,2,Excelente,NO,0,41.0,85.6,False
FB-8545,TRX-18725,4.0,4,Dañado,NO,Sí,25.0,77.8,True
FB-8546,TRX-16196,5.0,3,,SI,1,47.0,-93.9,True
FB-8547,TRX-16131,2.0,3,Lento,SI,0,70.0,-59.7,False
FB-8548,TRX-15209,4.0,2,,,0,70.0,13.6,False
FB-8549,TRX-19823,1.0,4,Dañado,,No,82.0,44.3,False
FB-8550,TRX-17037,3.0,1,,Maybe,Sí,44.0,47.0,True
FB-8551,TRX-14006,2.0,3,No volvería,Maybe,1,30.0,-90.8,True
FB-8552,TRX-10756,2.0,5,Precio justo,SI,1,24.0,37.7,True
FB-8553,TRX-19622,3.0,3,---,SI,0,44.0,-0.7,False
FB-8554,TRX-13098,3.0,4,Precio justo,NO,Sí,53.0,-37.3,True
FB-8555,TRX-18773,5.0,3,---,NO,Sí,84.0,37.9,True
FB-8556,TRX-14819,3.0,2,---,Maybe,1,73.0,-49.9,True
FB-8557,TRX-12434,2.0,5,Excelente,,Sí,31.0,29.0,True
FB-8558,TRX-15368,5.0,2,Excelente,,0,18.0,22.4,False
FB-8559,TRX-14049,3.0,1,---,,1,56.0,18.2,True
FB-8560,TRX-10872,4.0,1,No volvería,SI,No,36.0,6.6,False
FB-8561,TRX-14588,4.0,1,Excelente,NO,No,84.0,-45.5,False
FB-8562,TRX-12071,3.0,1,No volvería,,0,64.0,-59.8,False
FB-8563,TRX-18327,2.0,4,,NO,Sí,68.0,-23.4,True
FB-8564,TRX-19569,5.0,4,,,1,82.0,94.2,True
FB-8565,TRX-18011,5.0,4,---,Maybe,0,24.0,57.5,False
FB-8566,TRX-13428,5.0,2,Dañado,NO,1,64.0,-23.1,True
FB-8567,TRX-11333,1.0,2,Lento,Maybe,1,24.0,36.7,True
FB-8568,TRX-17711,3.0,3,Precio justo,NO,0,75.0,-43.8,False
FB-8569,TRX-11062,1.0,5,---,,No,73.0,-57.1,False
FB-8570,TRX-12743,1.0,2,Lento,,1,51.0,16.7,True
FB-8571,TRX-18333,4.0,3,,,1,65.0,-48.8,True
FB-8572,TRX-16358,5.0,1,Dañado,,1,55.0,9.3,True
FB-8573,TRX-18342,1.0,1,,,0,57.0,-84.0,False
FB-8574,TRX-16131,2.0,2,---,,0,46.0,67.0,False
FB-8575,TRX-18168,3.0,4,Excelente,,No,54.0,-23.6,False
FB-8576,TRX-18501,2.0,3,Precio justo,SI,1,24.0,-96.9,True
FB-8577,TRX-17606,5.0,5,Excelente,NO,0,56.0,91.7,False
FB-8578,TRX-12932,4.0,3,Lento,Maybe,1,35.0,9.1,True
FB-8579,TRX-15272,2.0,4,,SI,No,27.0,83.2,False
FB-8580,TRX-16125,2.0,4,Excelente,NO,Sí,73.0,-62.4,True
FB-8581,TRX-18609,1.0,2,No volvería,Maybe,Sí,40.0,-40.0,True
FB-8582,TRX-17918,2.0,4,Lento,NO,Sí,73.0,-23.4,True
FB-8583,TRX-18106,4.0,4,Excelente,Maybe,No,50.0,-60.9,False
FB-8584,TRX-17762,2.0,5,Lento,Maybe,0,62.0,-9.2,False
FB-8585,TRX-14396,2.0,4,Excelente,Maybe,1,51.0,-43.7,True
FB-8586,TRX-19522,5.0,1,Excelente,NO,0,23.0,-74.9,False
FB-8587,TRX-16569,4.0,4,,NO,Sí,27.0,-83.7,True
FB-8588,TRX-19567,2.0,1,,Maybe,Sí,84.0,-48.4,True
FB-8589,TRX-10599,5.0,5,,Maybe,1,55.0,96.2,True
FB-8590,TRX-13394,3.0,2,Lento,,1,61.0,-48.7,True
FB-8591,TRX-13596,2.0,1,Dañado,Maybe,No,26.0,71.1,False
FB-8592,TRX-13325,2.0,2,---,,1,47.0,-8.2,True
FB-8593,TRX-17406,5.0,2,Lento,,0,79.0,-49.5,False
FB-8594,TRX-13840,5.0,1,Precio justo,,0,50.0,64.6,False
FB-8595,TRX-16486,5.0,3,Precio justo,Maybe,1,29.0,51.0,True
FB-8596,TRX-13581,2.0,4,Dañado,Maybe,0,81.0,23.5,False
FB-8597,TRX-15013,1.0,5,Excelente,Maybe,0,52.0,-42.7,False
FB-8598,TRX-16963,1.0,2,Lento,Maybe,Sí,79.0,52.4,True
FB-8599,TRX-16178,5.0,3,---,,Sí,34.0,-96.1,True
FB-8600,TRX-19361,3.0,2,,Maybe,1,50.0,-44.0,True
FB-8601,TRX-12575,1.0,3,Excelente,,1,51.0,72.4,True
FB-8602,TRX-16129,3.0,5,Excelente,,1,78.0,-53.2,True
FB-8603,TRX-14170,1.0,3,Precio justo,,Sí,79.0,25.9,True
FB-8604,TRX-19020,1.0,5,,NO,0,27.0,-4.1,False
FB-8605,TRX-11388,2.0,4,---,SI,No,67.0,-14.2,False
FB-8606,TRX-12200,1.0,3,,,0,69.0,37.2,False
FB-8607,TRX-11376,5.0,2,Lento,,No,24.0,-92.4,False
FB-8608,TRX-14834,2.0,4,No volvería,SI,Sí,59.0,-0.4,True
FB-8609,TRX-17282,1.0,2,,NO,No,74.0,-12.0,False
FB-8610,TRX-18500,3.0,2,---,Maybe,1,50.0,50.2,True
FB-8611,TRX-15760,2.0,4,,NO,1,71.0,-14.7,True
FB-8612,TRX-13771,2.0,4,Precio justo,Maybe,1,72.0,81.0,True
FB-8613,TRX-19567,2.0,5,,SI,1,26.0,98.5,True
FB-8614,TRX-10674,1.0,3,Excelente,NO,0,62.0,75.2,False
FB-8615,TRX-17622,5.0,5,Excelente,SI,1,55.0,59.2,True
FB-8616,TRX-18392,4.0,1,No volvería,NO,No,36.0,43.4,False
FB-8617,TRX-15511,4.0,1,Excelente,NO,Sí,61.0,12.2,True
FB-8618,TRX-16981,4.0,5,Dañado,SI,1,79.0,57.4,True
FB-8619,TRX-17391,1.0,5,No volvería,SI,0,30.0,20.6,False
FB-8620,TRX-17660,3.0,3,,SI,1,52.0,92.4,True
FB-8621,TRX-17086,2.0,4,Excelente,Maybe,1,66.0,77.9,True
FB-8622,TRX-16700,2.0,1,Precio justo,SI,0,58.0,15.3,False
FB-8623,TRX-16021,5.0,4,Precio justo,,Sí,72.0,-15.0,True
FB-8624,TRX-18151,2.0,2,---,,0,32.0,-60.6,False
FB-8625,TRX-15194,5.0,2,Dañado,SI,No,31.0,-51.1,False
FB-8626,TRX-14473,1.0,4,No volvería,SI,0,76.0,-56.2,False
FB-8627,TRX-16264,4.0,2,No volvería,NO,No,63.0,78.3,False
FB-8628,TRX-10404,5.0,1,Excelente,,1,45.0,83.4,True
FB-8629,TRX-12942,5.0,1,Excelente,Maybe,0,76.0,-36.0,False
FB-8630,TRX-17236,2.0,2,Lento,NO,1,55.0,40.4,True
FB-8631,TRX-13830,1.0,1,,Maybe,0,57.0,-75.1,False
FB-8632,TRX-14351,4.0,2,Dañado,SI,No,68.0,12.3,False
FB-8633,TRX-11243,1.0,3,No volvería,NO,0,26.0,-40.1,False
FB-8634,TRX-15883,4.0,3,Excelente,,No,28.0,90.1,False
FB-8635,TRX-11350,3.0,4,,NO,1,37.0,-72.8,True
FB-8636,TRX-14825,1.0,2,No volvería,Maybe,0,51.0,-73.0,False
FB-8637,TRX-18220,3.0,3,,,0,50.0,54.3,False
FB-8638,TRX-18401,4.0,3,Dañado,Maybe,1,45.0,-37.6,True
FB-8639,TRX-18956,5.0,1,Precio justo,,0,70.0,-48.9,False
FB-8640,TRX-11280,3.0,4,Dañado,SI,No,53.0,-58.1,False
FB-8641,TRX-14528,4.0,4,No volvería,SI,0,58.0,-49.4,False
FB-8642,TRX-13731,4.0,3,Excelente,SI,1,47.0,97.8,True
FB-8643,TRX-11612,3.0,3,No volvería,,0,44.0,-9.3,False
FB-8644,TRX-11942,1.0,4,Lento,NO,Sí,67.0,-49.9,True
FB-8645,TRX-11168,5.0,1,,SI,0,28.0,-87.4,False
FB-8646,TRX-15902,4.0,5,Dañado,,0,34.0,-75.8,False
FB-8647,TRX-10627,1.0,1,Lento,,0,67.0,31.4,False
FB-8648,TRX-18946,4.0,5,No volvería,SI,1,49.0,-47.9,True
FB-8649,TRX-13281,4.0,4,---,,1,40.0,11.2,True
FB-8650,TRX-15468,4.0,4,No volvería,,No,62.0,10.5,False
FB-8651,TRX-13221,1.0,4,,SI,Sí,35.0,-27.6,True
FB-8652,TRX-15394,2.0,2,Lento,NO,1,39.0,42.7,True
FB-8653,TRX-14096,5.0,2,Excelente,Maybe,Sí,45.0,-93.3,True
FB-8654,TRX-14959,5.0,2,Excelente,NO,0,66.0,-16.6,False
FB-8655,TRX-14496,2.0,4,Dañado,,0,59.0,-13.2,False
FB-8656,TRX-13123,4.0,3,,,0,32.0,-75.1,False
FB-8657,TRX-19896,2.0,4,Lento,,0,37.0,-96.9,False
FB-8658,TRX-12258,3.0,5,Dañado,SI,Sí,49.0,6.8,True
FB-8659,TRX-18898,3.0,1,Dañado,Maybe,No,73.0,-41.1,False
FB-8660,TRX-14278,1.0,5,Precio justo,,Sí,70.0,86.4,True
FB-8661,TRX-10139,1.0,1,,,0,60.0,41.1,False
FB-8662,TRX-14906,3.0,5,Dañado,NO,No,39.0,-82.4,False
FB-8663,TRX-14617,2.0,1,,,No,37.0,31.1,False
FB-8664,TRX-15679,1.0,3,,,0,18.0,75.1,False
FB-8665,TRX-16616,2.0,1,Dañado,SI,No,68.0,91.4,False
FB-8666,TRX-16647,1.0,4,Precio justo,NO,1,74.0,-37.5,True
FB-8667,TRX-19501,5.0,5,Dañado,NO,0,59.0,-12.4,False
FB-8668,TRX-10194,2.0,2,Dañado,,No,69.0,29.1,False
FB-8669,TRX-17733,3.0,3,,SI,Sí,43.0,81.9,True
FB-8670,TRX-18399,3.0,5,Dañado,SI,No,80.0,35.2,False
FB-8671,TRX-12445,1.0,3,Lento,Maybe,Sí,78.0,-23.2,True
FB-8672,TRX-16512,2.0,2,Precio justo,Maybe,1,79.0,-82.0,True
FB-8673,TRX-13728,4.0,2,Excelente,,0,84.0,-71.2,False
FB-8674,TRX-13717,3.0,2,Dañado,Maybe,No,78.0,9.6,False
FB-8675,TRX-13438,3.0,2,Lento,SI,1,63.0,-52.3,True
FB-8676,TRX-17773,2.0,2,Lento,NO,Sí,66.0,-10.1,True
FB-8677,TRX-13829,2.0,4,Lento,Maybe,1,41.0,-18.5,True
FB-8678,TRX-18451,1.0,1,Precio justo,,1,63.0,14.1,True
FB-8679,TRX-19617,4.0,2,---,SI,Sí,74.0,-33.3,True
FB-8680,TRX-19054,3.0,5,---,Maybe,0,31.0,-7.9,False
FB-8681,TRX-17679,2.0,5,Precio justo,SI,1,19.0,16.4,True
FB-8682,TRX-17559,3.0,2,No volvería,NO,1,23.0,18.8,True
FB-8683,TRX-15581,4.0,3,Dañado,SI,Sí,78.0,-6.4,True
FB-8684,TRX-11406,5.0,2,Excelente,,Sí,53.0,42.8,True
FB-8685,TRX-15129,5.0,4,Excelente,Maybe,1,47.0,-22.0,True
FB-8686,TRX-13077,4.0,1,No volvería,SI,No,65.0,57.6,False
FB-8687,TRX-17025,2.0,5,Excelente,NO,Sí,33.0,96.9,True
FB-8688,TRX-16843,5.0,2,Dañado,Maybe,0,81.0,51.9,False
FB-8689,TRX-13433,2.0,1,Excelente,Maybe,No,25.0,56.0,False
FB-8690,TRX-17187,1.0,1,Dañado,,No,52.0,74.5,False
FB-8691,TRX-17372,3.0,2,Precio justo,NO,1,41.0,-79.3,True
FB-8692,TRX-19149,1.0,1,---,SI,0,48.0,12.2,False
FB-8693,TRX-10493,5.0,5,Precio justo,NO,No,51.0,34.4,False
FB-8694,TRX-16139,5.0,2,Dañado,NO,Sí,22.0,83.1,True
FB-8695,TRX-12276,2.0,3,---,NO,0,31.0,66.7,False
FB-8696,TRX-19461,5.0,2,---,SI,0,54.0,-22.2,False
FB-8697,TRX-12102,2.0,5,,Maybe,1,37.0,-37.6,True
FB-8698,TRX-15006,4.0,2,Dañado,NO,No,82.0,-40.8,False
FB-8699,TRX-10158,5.0,2,Precio justo,SI,Sí,33.0,-50.0,True
FB-8700,TRX-18188,4.0,2,Dañado,Maybe,No,28.0,-38.2,False
FB-8701,TRX-15810,4.0,4,No volvería,,No,61.0,46.8,False
FB-8702,TRX-15567,3.0,4,Precio justo,SI,Sí,78.0,-76.9,True
FB-8703,TRX-13694,2.0,5,Excelente,NO,No,48.0,46.9,False
FB-8704,TRX-16867,4.0,1,Precio justo,NO,0,78.0,-61.1,False
FB-8705,TRX-16974,3.0,2,Excelente,SI,1,26.0,24.8,True
FB-8706,TRX-16608,5.0,2,Excelente,SI,1,67.0,19.2,True
FB-8707,TRX-18808,5.0,4,No volvería,NO,0,35.0,18.5,False
FB-8708,TRX-14909,4.0,3,Precio justo,SI,No,32.0,-37.9,False
FB-8709,TRX-15342,5.0,4,Precio justo,NO,No,41.0,-70.0,False
FB-8710,TRX-19616,2.0,1,No volvería,SI,1,64.0,58.4,True
FB-8711,TRX-10380,5.0,2,---,,1,51.0,-51.6,True
FB-8712,TRX-19299,1.0,2,Precio justo,Maybe,Sí,40.0,-84.1,True
